Ingredient,Time,Temp,Aspect,Type,Value,Rationale
Noodle Glass,Mid,Med,Tender,Additive,3,Soft
Noodle Glass,Mid,Med,Chewy,Additive,-2,Less chewy
Noodle Glass,Mid,Hot,Tender,Additive,2,Cooked
Noodle Glass,Mid,Hot,Crispy,Additive,2,Pan-fried
Noodle Glass,Long,Low,Tender,Additive,3,Soft
Noodle Glass,Long,Med,Tender,Additive,-2,Overcooking
Noodle Glass,Long,Hot,Tender,Additive,-3,Overcooked
Noodle Glass,Long,Hot,Chewy,Additive,-4,Mushy
Noodle Glass,Long,Hot,Crispy,Additive,3,Pan-fried
Noodle Shirataki,None,Low,Umami,Additive,1,Flash warmth
Noodle Shirataki,None,Hot,Umami,Additive,1,Flash heat
Noodle Shirataki,Low,Low,Umami,Additive,1,Warming
Noodle Shirataki,Low,Med,Umami,Additive,2,Cooked
Noodle Shirataki,Low,Med,Chewy,Additive,-1,Softens
Noodle Shirataki,Low,Hot,Umami,Additive,2,Quick cook
Noodle Shirataki,Low,Hot,Chewy,Additive,-2,Softens
Noodle Shirataki,Mid,Low,Umami,Additive,2,Warming
Noodle Shirataki,Mid,Med,Umami,Additive,2,Cooked
Noodle Shirataki,Mid,Med,Chewy,Additive,-2,Softens
Noodle Shirataki,Mid,Med,Juicy,Additive,-2,Dries out
Noodle Shirataki,Mid,Hot,Umami,Additive,2,Cooked
Noodle Shirataki,Mid,Hot,Crispy,Additive,2,Pan-fried
Noodle Shirataki,Long,Low,Chewy,Additive,-1,Soft
Noodle Shirataki,Long,Med,Chewy,Additive,-2,Soft
Noodle Shirataki,Long,Hot,Umami,Additive,2,Cooked
Noodle Shirataki,Long,Hot,Chewy,Additive,-3,Softens
Noodle Shirataki,Long,Hot,Juicy,Additive,-4,Dries out
Noodle Shirataki,Long,Hot,Crispy,Additive,3,Pan-fried
Oil,None,Low,Rich,Additive,0,No change
Oil,None,Hot,Rich,Additive,1,Heats
Oil,Low,Med,Rich,Additive,1,Heats
Oil,Low,Hot,Rich,Additive,1,Heats
Oil,Mid,Med,Rich,Additive,1,Heats
Oil,Mid,Hot,Umami,Additive,1,Infused
Oil,Long,Med,Rich,Additive,0,Stable
Oil,Long,Hot,Umami,Additive,1,Infused
Oil,Long,Hot,Bitter,Additive,4,Smoke/burn
Oil,Long,Hot,Rich,Additive,-2,Degrades
Pepper,None,Low,Umami,Additive,1,Flash warmth
Pepper,None,Hot,Spicy,Additive,2,Flash toast
Pepper,Low,Low,Umami,Additive,1,Light toast
Pepper,Low,Med,Spicy,Additive,1,Toasting
Pepper,Low,Hot,Spicy,Additive,2,Quick toast
Pepper,Mid,Low,Umami,Additive,2,Gentle toast
Pepper,Mid,Med,Spicy,Additive,2,Intensifies
Pepper,Mid,Med,Umami,Additive,2,Toasted
Pepper,Mid,Med,Bitter,Additive,-1,Mellowing
Pepper,Mid,Hot,Spicy,Additive,3,Intense
Pepper,Mid,Hot,Umami,Additive,3,Toasted
Pepper,Long,Low,Umami,Additive,2,Slow toast
Pepper,Long,Med,Spicy,Additive,2,Intense
Pepper,Long,Hot,Spicy,Additive,3,Intense
Pepper,Long,Hot,Umami,Additive,3,Toasted
Pepper,Long,Hot,Bitter,Additive,3,Burns
Pepper Chili,None,Low,Spicy,Additive,1,Flash warmth
Pepper Chili,None,Hot,Spicy,Additive,-1,Flash char
Pepper Chili,Low,Low,Spicy,Additive,1,Warming
Pepper Chili,Low,Med,Spicy,Additive,-1,Mellowing
Pepper Chili,Low,Med,Sweet,Additive,1,Roasting
Pepper Chili,Low,Hot,Spicy,Additive,-2,Mellowing
Pepper Chili,Low,Hot,Sweet,Additive,2,Charred
Pepper Chili,Mid,Low,Sweet,Additive,1,Gentle roast
Pepper Chili,Mid,Med,Spicy,Additive,-2,Mellowing
Pepper Chili,Mid,Med,Sweet,Additive,2,Roasting
Pepper Chili,Mid,Med,Umami,Additive,2,Roasted
Pepper Chili,Mid,Hot,Spicy,Additive,-3,Mellowing
Pepper Chili,Mid,Hot,Sweet,Additive,2,Charred
Pepper Chili,Mid,Hot,Umami,Additive,2,Charred
Pepper Chili,Long,Low,Sweet,Additive,2,Slow roast
Pepper Chili,Long,Med,Sweet,Additive,2,Concentrated
Pepper Chili,Long,Hot,Spicy,Additive,-3,Mellowing
Pepper Chili,Long,Hot,Sweet,Additive,3,Charred sweetness
Pepper Chili,Long,Hot,Umami,Additive,3,Charred
Pepper Chili,Long,Hot,Bitter,Additive,3,Burns
Rice,None,Hot,Tender,Additive,1,Flash blanch
Rice,Low,Low,Tender,Additive,2,Softens
Rice,Low,Med,Tender,Additive,2,Cooking
Rice,Low,Hot,Tender,Additive,3,Quick cook
Rice,Mid,Low,Umami,Additive,1,Gentle cook
Rice,Mid,Med,Umami,Additive,2,Cooked
Rice,Mid,Med,Sweet,Additive,1,Cooked
Rice,Mid,Med,Tender,Additive,3,Soft
Rice,Mid,Med,Chewy,Additive,-1,Softens
Rice,Mid,Hot,Umami,Additive,2,Cooked
Rice,Mid,Hot,Tender,Additive,3,Soft
Rice,Long,Low,Tender,Additive,3,Very soft
Rice,Long,Med,Umami,Additive,2,Cooked
Rice,Long,Med,Tender,Additive,4,Very soft
Rice,Long,Hot,Umami,Additive,3,Cooked
Rice,Long,Hot,Tender,Additive,4,Very soft
Rice,Long,Hot,Chewy,Additive,-2,Soft
Rice,Long,Hot,Crispy,Additive,3,Bottom crust
Rice,Long,Hot,Juicy,Additive,-3,Dries out
Salt,None,Hot,Salt,Additive,0,No change
Salt,Low,Hot,Salt,Additive,-1,Minimal
Salt,Mid,Hot,Salt,Additive,-1,Minimal
Salt,Long,Hot,Salt,Additive,-1,Minimal change
Soy Sauce,None,Low,Umami,Additive,1,Flash warmth
Soy Sauce,None,Hot,Umami,Additive,2,Flash caramel
Soy Sauce,Low,Low,Umami,Additive,1,Warming
Soy Sauce,Low,Med,Umami,Additive,2,Caramelization
Soy Sauce,Low,Hot,Umami,Additive,3,Quick caramel
Soy Sauce,Mid,Low,Umami,Additive,2,Warming
Soy Sauce,Mid,Med,Umami,Additive,3,Caramelization
Soy Sauce,Mid,Med,Sweet,Additive,2,Concentrates
Soy Sauce,Mid,Med,Salt,Additive,-1,Concentrates
Soy Sauce,Mid,Hot,Umami,Additive,4,Intense
Soy Sauce,Mid,Hot,Sweet,Additive,2,Caramelized
Soy Sauce,Long,Low,Umami,Additive,2,Slow reduce
Soy Sauce,Long,Med,Umami,Additive,3,Concentrated
Soy Sauce,Long,Hot,Umami,Additive,4,Intense
Soy Sauce,Long,Hot,Sweet,Additive,2,Caramelization
Soy Sauce,Long,Hot,Bitter,Additive,3,Burns
Soy Sauce,Long,Hot,Salt,Additive,-2,Can taste harsh
Sugar,None,Low,Sweet,Additive,1,Slight warmth
Sugar,None,Hot,Sweet,Additive,2,Flash caramel
Sugar,Low,Low,Sweet,Additive,1,Warming
Sugar,Low,Med,Sweet,Additive,2,Caramelization
Sugar,Low,Hot,Sweet,Additive,2,Quick caramel
Sugar,Mid,Low,Sweet,Additive,1,Gentle cook
Sugar,Mid,Med,Sweet,Additive,2,Caramelization
Sugar,Mid,Med,Rich,Additive,2,Caramel
Sugar,Mid,Hot,Sweet,Additive,3,Caramel
Sugar,Mid,Hot,Rich,Additive,2,Caramel
Sugar,Long,Low,Sweet,Additive,2,Slow caramel
Sugar,Long,Med,Sweet,Additive,2,Concentrated
Sugar,Long,Hot,Sweet,Additive,3,Deep caramel
Sugar,Long,Hot,Rich,Additive,3,Caramel
Sugar,Long,Hot,Bitter,Additive,4,Burns
Tamarind,None,Low,Umami,Additive,1,Flash warmth
Tamarind,None,Hot,Sour,Additive,-1,Flash heat
Tamarind,Low,Low,Umami,Additive,1,Warming
Tamarind,Low,Med,Sour,Additive,-1,Mellowing
Tamarind,Low,Med,Sweet,Additive,1,Concentrates
Tamarind,Low,Hot,Sour,Additive,-2,Mellowing
Tamarind,Low,Hot,Umami,Additive,2,Cooked
Tamarind,Mid,Low,Umami,Additive,1,Warming
Tamarind,Mid,Med,Sour,Additive,-2,Mellowing
Tamarind,Mid,Med,Sweet,Additive,2,Concentrates
Tamarind,Mid,Med,Umami,Additive,2,Cooked
Tamarind,Mid,Hot,Sour,Additive,-3,Mellowing
Tamarind,Mid,Hot,Sweet,Additive,2,Concentrated
Tamarind,Long,Low,Sour,Additive,-2,Slow mellow
Tamarind,Long,Med,Sour,Additive,-3,Mellowing
Tamarind,Long,Med,Umami,Additive,2,Cooked
Tamarind,Long,Hot,Sour,Additive,-4,Mellowing
Tamarind,Long,Hot,Sweet,Additive,3,Concentrates
Tamarind,Long,Hot,Umami,Additive,3,Cooked
Tamarind,Long,Hot,Bitter,Additive,2,Burns
Spice Cinnamon,None,Low,Sweet,Additive,1,Flash warmth
Spice Cinnamon,None,Hot,Sweet,Additive,2,Flash toast
Spice Cinnamon,Low,Low,Sweet,Additive,1,Warming
Spice Cinnamon,Low,Med,Sweet,Additive,2,Toasted
Spice Cinnamon,Low,Hot,Spicy,Additive,2,Quick toast
Spice Cinnamon,Mid,Low,Sweet,Additive,1,Gentle toast
Spice Cinnamon,Mid,Med,Sweet,Additive,2,Toasted
Spice Cinnamon,Mid,Med,Spicy,Additive,2,Intensifies
Spice Cinnamon,Mid,Hot,Sweet,Additive,3,Intense
Spice Cinnamon,Mid,Hot,Spicy,Additive,2,Intense
Spice Cinnamon,Long,Low,Sweet,Additive,2,Slow toast
Spice Cinnamon,Long,Med,Sweet,Additive,2,Toasted
Spice Cinnamon,Long,Hot,Sweet,Additive,3,Intense
Spice Cinnamon,Long,Hot,Spicy,Additive,3,Intense
Spice Cinnamon,Long,Hot,Bitter,Additive,3,Burns
Spice Cloves,None,Hot,Spicy,Additive,1,Flash toast
Spice Cloves,Low,Med,Spicy,Additive,1,Toasting
Spice Cloves,Low,Hot,Spicy,Additive,2,Quick toast
Spice Cloves,Mid,Low,Spicy,Additive,1,Gentle toast
Spice Cloves,Mid,Med,Spicy,Additive,2,Intensifies
Spice Cloves,Mid,Med,Sweet,Additive,2,Toasted
Spice Cloves,Mid,Hot,Spicy,Additive,3,Intense
Spice Cloves,Mid,Hot,Bitter,Additive,2,Burn risk
Spice Cloves,Long,Low,Spicy,Additive,2,Slow toast
Spice Cloves,Long,Med,Spicy,Additive,2,Toasted
Spice Cloves,Long,Hot,Spicy,Additive,3,Intense
Spice Cloves,Long,Hot,Bitter,Additive,4,Burns
Spice Ginger,None,Low,Sweet,Additive,1,Flash warmth
Spice Ginger,None,Hot,Sweet,Additive,2,Flash caramel
Spice Ginger,Low,Low,Sweet,Additive,1,Warming
Spice Ginger,Low,Low,Tender,Additive,1,Softens
Spice Ginger,Low,Med,Spicy,Additive,-1,Mellowing
Spice Ginger,Low,Med,Sweet,Additive,2,Caramelization
Spice Ginger,Low,Hot,Spicy,Additive,-2,Mellowing
Spice Ginger,Low,Hot,Sweet,Additive,3,Quick caramel
Spice Ginger,Mid,Low,Sweet,Additive,1,Gentle cook
Spice Ginger,Mid,Med,Spicy,Additive,-2,Mellowing
Spice Ginger,Mid,Med,Sweet,Additive,3,Caramelization
Spice Ginger,Mid,Med,Umami,Additive,2,Cooked
Spice Ginger,Mid,Med,Tender,Additive,3,Soft
Spice Ginger,Mid,Hot,Spicy,Additive,-3,Mellowing
Spice Ginger,Mid,Hot,Sweet,Additive,4,Caramelization
Spice Ginger,Mid,Hot,Tender,Additive,3,Soft
Spice Ginger,Long,Low,Sweet,Additive,2,Slow cook
Spice Ginger,Long,Med,Tender,Additive,3,Soft
Spice Ginger,Long,Hot,Spicy,Additive,-3,Mellowing
Spice Ginger,Long,Hot,Sweet,Additive,4,Caramelization
Spice Ginger,Long,Hot,Tender,Additive,4,Very soft
Spice Ginger,Long,Hot,Bitter,Additive,2,Burns
Spice Ginger,Long,Hot,Juicy,Additive,-3,Dries out
Spice Sage,None,Low,Umami,Additive,1,Flash warmth
Spice Sage,None,Hot,Bitter,Additive,1,Flash fry
Spice Sage,Low,Low,Umami,Additive,1,Warming
Spice Sage,Low,Med,Bitter,Additive,-1,Mellowing
Spice Sage,Low,Med,Umami,Additive,2,Toasted
Spice Sage,Low,Hot,Bitter,Additive,1,Fried
Spice Sage,Mid,Low,Umami,Additive,2,Gentle toast
Spice Sage,Mid,Med,Bitter,Additive,-2,Mellowing
Spice Sage,Mid,Med,Umami,Additive,2,Toasted
Spice Sage,Mid,Hot,Bitter,Additive,2,Burns
Spice Sage,Mid,Hot,Crispy,Additive,2,Fried
Spice Sage,Long,Low,Umami,Additive,2,Slow toast
Spice Sage,Long,Med,Bitter,Additive,-1,Mellowed
Spice Sage,Long,Hot,Bitter,Additive,3,Burns
Spice Sage,Long,Hot,Umami,Additive,2,Toasted
Spice Sage,Long,Hot,Crispy,Additive,2,Fried
Spice Tumeric,None,Hot,Umami,Additive,1,Flash toast
Spice Tumeric,Low,Med,Bitter,Additive,-1,Mellowing
Spice Tumeric,Low,Med,Umami,Additive,1,Toasted
Spice Tumeric,Low,Hot,Bitter,Additive,1,Burn risk
Spice Tumeric,Mid,Low,Bitter,Additive,-1,Mellowing
Spice Tumeric,Mid,Med,Bitter,Additive,-1,Mellowing
Spice Tumeric,Mid,Med,Umami,Additive,2,Toasted
Spice Tumeric,Mid,Hot,Bitter,Additive,2,Burns
Spice Tumeric,Mid,Hot,Umami,Additive,2,Toasted
Spice Tumeric,Long,Low,Umami,Additive,2,Slow toast
Spice Tumeric,Long,Med,Bitter,Additive,2,Burn risk
Spice Tumeric,Long,Hot,Bitter,Additive,3,Burns
Spice Tumeric,Long,Hot,Umami,Additive,2,Toasted
Special EggYolkCookie,None,Low,Crispy,Additive,1,Slight warmth
Special EggYolkCookie,None,Hot,Crispy,Additive,2,Flash crisp
Special EggYolkCookie,Low,Low,Crispy,Additive,1,Warming
Special EggYolkCookie,Low,Med,Crispy,Additive,2,Crisper
Special EggYolkCookie,Low,Hot,Crispy,Additive,2,Quick crisp
Special EggYolkCookie,Mid,Low,Sweet,Additive,1,Warming
Special EggYolkCookie,Mid,Med,Sweet,Additive,1,Warming
Special EggYolkCookie,Mid,Med,Crispy,Additive,2,Crisper
Special EggYolkCookie,Mid,Hot,Umami,Additive,1,Toasted
Special EggYolkCookie,Mid,Hot,Crispy,Additive,3,Very crisp
Special EggYolkCookie,Long,Low,Crispy,Additive,2,Crisp
Special EggYolkCookie,Long,Med,Umami,Additive,1,Toasted
Special EggYolkCookie,Long,Hot,Umami,Additive,2,Toasted
Special EggYolkCookie,Long,Hot,Crispy,Additive,3,Very crisp
Special EggYolkCookie,Long,Hot,Crumbly,Additive,-2,Softens
Special EggYolkCookie,Long,Hot,Bitter,Additive,2,Burns
